customer_id,churn,age,gender,marital_status,education_level,dependent_count,occupation_type,annual_income,income_band,income_category,city_tier,region,customer_segment,tenure_months,onboarding_channel,relationship_type,number_of_products,primary_account_type,card_category,customer_lifetime_value,loyalty_program_member,referral_count,last_contacted_days,relationship_manager_assigned,avg_monthly_balance,current_balance,balance_decline_percentage,monthly_transaction_count,monthly_transaction_value,cash_withdrawal_count,upi_transaction_count,debit_card_transaction_count,net_banking_transaction_count,account_inactive_days,total_trans_amt,total_trans_count,total_amt_chng_q4_q1,total_ct_chng_q4_q1,avg_open_to_buy,total_revolving_bal,savings_account_flag,current_account_flag,credit_card_flag,personal_loan_flag,home_loan_flag,auto_loan_flag,fixed_deposit_flag,investment_product_flag,insurance_product_flag,demat_account_flag,credit_card_limit,credit_card_spend,credit_utilization_ratio,minimum_due_paid_flag,late_credit_card_payment_count,loan_outstanding_amount,emi_amount,emi_payment_delay_count,loan_default_risk_score,prepayment_flag,mobile_app_login_count,website_login_count,digital_transaction_ratio,last_login_days,failed_login_count,app_rating_given,paperless_statement_enabled,digital_service_usage_score,mobile_banking_active_flag,email_open_rate,total_complaints,complaint_resolution_time,unresolved_complaint_count,branch_visit_count,call_center_interaction_count,relationship_manager_interaction_count,service_request_count,escalation_count,satisfaction_score,nps_score,campaign_received_count,campaign_response_count,cross_sell_offer_count,upsell_offer_count,retention_offer_received,retention_offer_accepted,last_campaign_response_days,discount_or_fee_waiver_received,competitor_bank_offer_awareness,customer_feedback_sentiment,monthly_income_estimate,credit_utilization_3m_avg,credit_utilization_6m_avg,avg_quarterly_balance,total_digital_logins,debt_to_income_ratio,digital_engagement_index
133935,0,53,Female,Married,Unknown,3,Self-Employed,58877,Middle,$40K - $60K,Tier 1,North,Mass,45,Branch,Multi-Product,4,Savings,Blue,19074.17,1,2,35,1,10422.0,9122.0,-10.09,6,423.75,7,12,9,10,99,5085,73,0.761,0.587,1972.0,0,1,0,1,0,1,0,1,1,1,0,1972,2071.0,0.0,1,1,29965.0,950.0,1,56.5,0,17,12,0.816,24,2,4.7,1,53.5,1,0.602,3,2,0,1,1,1,5,0,5.0,17,2,0,0,3,1,1,43,0,Medium,Positive,6161,0.0,0.073,30770.0,29,0.1936,56.3
133936,1,53,Female,Married,College,1,Business Owner,50729,Middle,$40K - $60K,Tier 1,Central,Affluent,48,Mobile App,Multi-Product,2,Savings,Blue,8977.42,0,1,6,1,3518.0,2483.0,17.25,4,202.67,8,11,2,6,66,2432,48,0.694,0.6,3339.0,0,1,0,1,1,0,1,1,0,1,1,3339,1760.0,0.0,0,2,45225.0,1186.0,2,75.9,0,17,3,0.704,15,1,2.7,0,42.8,1,0.08,3,10,1,2,3,0,2,0,1.3,-20,4,0,2,0,1,1,365,0,Medium,Neutral,4316,0.016,0.153,10448.0,20,0.2805,36.4
133937,0,48,Female,Married,Doctorate,3,Salaried,75195,Middle,Unknown,Tier 2,East,Mass,44,Mobile App,Lending,4,Current,Blue,20953.05,0,0,21,0,4700.0,6382.0,8.29,6,386.08,4,17,5,5,112,4633,74,0.616,0.574,835.0,1186,1,0,1,1,0,1,0,1,0,0,2021,2122.0,0.587,1,1,177505.0,7894.0,0,22.4,0,31,15,0.871,29,1,,0,61.1,1,0.796,2,1,0,3,3,0,2,0,3.7,81,4,1,4,1,0,0,83,0,Low,Neutral,6952,0.553,0.523,13402.0,46,1.2598,50.2
133938,0,45,Female,Single,Graduate,3,Business Owner,31457,Lower-Middle,Less than $40K,Tier 2,North,Affluent,36,Mobile App,Multi-Product,5,Current,Blue,11157.07,0,3,29,1,12794.0,15501.0,11.81,5,324.58,9,16,13,7,73,3895,71,0.856,0.578,4753.0,0,1,1,1,1,0,0,0,0,0,0,4753,2335.0,0.0,1,3,39709.0,1712.0,0,35.9,0,20,12,0.8,25,1,2.0,0,48.6,1,0.058,0,0,0,2,3,5,0,0,5.0,100,4,0,5,0,0,0,118,1,Low,Positive,2785,0.0,0.052,37225.0,32,0.6531,40.0
133939,0,46,Male,Divorced,Graduate,1,Student,123828,High,$120K +,Tier 2,South,Mass,30,Online,Savings Only,6,Savings,Blue,31435.3,1,0,5,0,9586.0,8736.0,-12.31,5,314.33,8,18,7,8,68,3772,62,1.108,0.879,1219.0,797,1,0,1,1,1,0,1,0,0,0,2016,2117.0,0.395,0,2,78030.0,2245.0,2,20.2,0,20,12,0.805,32,1,,0,49.6,1,0.553,0,0,0,5,2,0,2,0,5.0,20,8,1,2,1,0,0,79,0,Low,Positive,9061,0.405,0.354,28414.0,32,0.2176,41.3
133940,0,49,Female,Married,High School,4,Self-Employed,21555,Low,Less than $40K,Tier 3,West,HNI,35,Online,Lending,5,Salary,Blue,4787.9,0,1,130,1,4039.0,4817.0,-10.23,6,398.67,4,13,8,6,107,4784,83,0.689,0.694,905.0,2133,1,1,1,1,0,1,1,0,1,0,3038,2530.0,0.702,0,2,83208.0,3574.0,0,35.7,0,22,11,0.871,5,3,,1,69.4,1,0.16,2,1,0,0,2,3,1,0,4.5,43,4,0,1,2,0,0,56,0,High,Neutral,1588,0.653,0.708,12571.0,33,1.9897,58.7
133941,0,43,Female,Single,Post-Graduate,2,Salaried,45354,Lower-Middle,$40K - $60K,Tier 2,Central,Affluent,36,Branch,Premium,4,Salary,Blue,15203.12,1,2,51,0,7229.0,8549.0,-14.27,5,340.67,7,16,20,9,39,4088,66,0.899,0.886,2283.0,0,1,0,1,0,1,0,1,0,0,0,2283,2194.0,0.0,1,2,83207.0,2697.0,0,23.5,0,15,6,0.865,6,0,3.1,1,59.5,1,0.443,2,1,0,4,3,0,3,0,4.3,42,5,1,6,1,0,0,30,0,Not Aware,Positive,3274,0.036,0.095,22740.0,21,0.7136,55.1
133942,0,36,Female,Single,High School,2,Business Owner,18000,Low,Less than $40K,Tier 3,South,HNI,36,Mobile App,Multi-Product,6,Salary,Blue,3466.57,0,0,15,1,27368.0,27661.0,3.99,5,202.42,2,19,6,6,89,2429,69,0.615,0.643,6824.0,1263,1,1,1,1,0,0,0,1,1,1,8087,1178.0,0.156,0,2,14473.0,578.0,1,37.0,0,13,9,0.939,24,1,,0,51.5,1,0.65,1,1,0,5,5,4,0,0,4.1,26,2,0,1,0,0,0,17,0,Low,Positive,1202,0.195,0.258,86266.0,22,0.3853,39.9
133943,0,63,Male,Single,Doctorate,0,Salaried,26506,Low,Less than $40K,Tier 3,West,Affluent,54,Online,Savings Only,5,Current,Blue,11086.64,1,0,1,1,14210.0,13293.0,8.86,4,288.75,10,21,10,5,77,3465,59,0.864,0.788,4874.0,2224,1,1,1,1,0,0,0,0,1,0,7098,1908.0,0.313,1,2,174502.0,6038.0,0,12.6,0,22,10,0.783,14,0,,1,59.9,1,0.253,3,1,0,5,0,6,0,0,5.0,-33,5,0,2,0,0,0,3,1,Not Aware,Positive,2149,0.296,0.247,41811.0,32,2.7336,57.7
133944,0,51,Male,Divorced,Graduate,2,Business Owner,95450,Upper-Middle,$120K +,Tier 2,South,HNI,41,DSA,Multi-Product,4,Savings,Blue,25903.18,0,2,7,1,11944.0,10293.0,7.53,6,339.5,5,22,6,7,67,4074,81,0.793,0.8,1905.0,887,1,1,1,1,1,0,1,0,0,0,2792,2716.0,0.318,1,3,187213.0,6675.0,0,20.5,0,20,12,0.875,14,1,,1,64.5,1,0.224,3,1,0,3,3,8,1,0,4.2,33,3,0,2,1,0,0,12,0,Medium,Neutral,5684,0.251,0.369,37980.0,32,0.8392,62.9
133945,0,62,Male,Divorced,Graduate,0,Business Owner,41245,Lower-Middle,$40K - $60K,Tier 2,South,Affluent,36,Online,Premium,6,Savings,Blue,6201.18,1,3,12,0,41297.0,43083.0,8.76,6,333.58,11,22,11,3,103,4003,73,0.567,0.659,4049.0,0,0,0,1,0,0,0,1,1,0,0,4049,2757.0,0.0,1,2,0.0,0.0,0,23.9,0,17,8,0.766,23,2,,1,57.1,1,0.462,1,5,0,2,2,0,3,0,4.0,15,3,0,0,0,0,0,157,1,Medium,Positive,2570,0.0,0.065,131138.0,25,0.0,55.6
133946,0,55,Female,Married,Graduate,0,Retired,18000,Low,Less than $40K,Tier 3,East,Mass,40,Online,Lending,4,Current,Blue,4186.59,1,0,9,1,15374.0,16332.0,6.33,6,336.83,7,20,7,6,112,4042,72,0.791,0.714,788.0,725,0,1,1,0,0,1,1,0,0,1,1513,1589.0,0.479,1,2,25218.0,1059.0,1,29.6,1,20,14,0.825,19,1,,1,60.0,1,0.613,0,0,0,1,4,5,3,0,3.6,40,1,0,2,2,1,0,15,1,High,Positive,1173,0.411,0.475,49349.0,34,0.706,56.5
133947,0,39,Female,Married,Doctorate,3,Salaried,18000,Low,Less than $40K,Tier 3,South,Affluent,33,Online,Premium,6,Savings,Blue,3274.75,0,0,6,0,12197.0,13965.0,2.32,5,375.75,7,8,9,4,149,4509,69,0.555,0.683,571.0,1430,1,0,1,0,0,0,0,0,0,0,2001,2101.0,0.715,0,0,0.0,0.0,0,3.5,0,25,14,0.75,24,0,,1,63.3,1,0.681,1,1,0,1,2,0,0,0,4.0,2,9,2,0,1,0,0,71,1,Not Aware,Positive,1229,0.595,0.672,37315.0,39,0.0,56.4
133948,0,48,Male,Married,Unknown,3,Homemaker,91100,Upper-Middle,$80K - $120K,Tier 2,South,HNI,42,Mobile App,Savings Only,3,Savings,Blue,17490.91,0,0,20,1,81472.0,72326.0,10.47,5,288.58,6,19,7,7,198,3463,65,0.836,0.711,5357.0,1448,0,0,1,0,1,0,0,1,0,1,6805,1710.0,0.213,1,1,25726.0,1062.0,0,44.7,0,17,6,0.846,30,1,4.0,1,57.7,1,0.242,1,1,0,5,2,4,1,0,4.4,-11,6,2,0,0,0,0,4,0,Low,Negative,7165,0.227,0.22,250280.0,23,0.1399,56.4
133949,0,35,Male,Married,Uneducated,2,Salaried,140602,High,$120K +,Tier 2,South,HNI,26,Referral,Lending,3,Savings,Blue,20785.96,0,2,55,1,11811.0,10226.0,0.33,3,172.5,6,22,12,4,94,2070,44,0.737,0.467,1348.0,1596,1,0,1,0,0,1,0,1,0,0,2944,1310.0,0.542,0,1,28866.0,909.0,0,44.9,0,20,8,0.864,13,1,5.0,0,52.2,1,0.754,2,5,0,2,4,3,0,0,2.3,75,2,0,0,0,0,0,3,0,Medium,Negative,11420,0.489,0.428,33929.0,28,0.0776,41.8
133950,0,48,Male,Single,Graduate,3,Business Owner,93076,Upper-Middle,$80K - $120K,Tier 2,South,HNI,35,DSA,Lending,6,Savings,Blue,25489.42,1,0,79,1,10865.0,8429.0,1.46,3,115.67,10,11,14,12,43,1388,37,0.791,1.056,12257.0,1294,1,1,1,1,0,0,0,1,0,1,13551,969.0,0.095,1,0,52099.0,1803.0,2,27.7,1,24,10,0.787,24,1,,1,61.7,1,0.201,1,3,0,3,0,4,2,0,3.4,49,7,0,0,1,0,0,2,0,Not Aware,Positive,7541,0.063,0.167,31802.0,34,0.2325,58.9
133951,1,47,Male,Married,Graduate,2,Self-Employed,92540,Upper-Middle,$80K - $120K,Tier 1,Central,HNI,36,Branch,Lending,3,Savings,Blue,12251.87,0,0,87,1,1000.0,1253.0,20.73,4,547.0,3,11,3,4,118,6564,56,0.445,0.514,10694.0,2239,1,0,1,0,1,0,0,0,1,0,12933,3680.0,0.173,0,4,31212.0,1523.0,1,99.0,0,14,4,0.857,28,2,,0,50.7,1,0.164,0,0,0,2,2,3,5,0,2.7,3,2,0,0,4,1,1,41,0,High,Negative,7438,0.127,0.19,3029.0,18,0.1975,38.7
133952,0,45,Male,Married,Graduate,0,Business Owner,72929,Middle,$60K - $80K,Tier 2,North,Affluent,40,Mobile App,Savings Only,4,Savings,Blue,16756.33,1,2,22,0,7308.0,6188.0,6.16,5,405.75,5,17,11,5,106,4869,66,0.555,0.737,1438.3,0,1,0,1,0,0,0,0,0,0,0,1438,1510.0,0.0,1,3,0.0,0.0,0,58.1,0,17,8,0.868,38,1,3.6,0,51.2,1,0.477,0,0,0,0,3,0,2,0,3.4,18,6,0,1,0,0,0,50,0,Not Aware,Neutral,6590,0.0,0.0,22020.0,25,0.0,41.4
133953,1,41,Male,Single,Doctorate,3,Retired,92004,Upper-Middle,$80K - $120K,Tier 2,East,Affluent,29,Branch,Multi-Product,2,Current,Blue,7962.92,0,0,166,1,2023.0,2311.0,24.05,6,758.5,2,7,9,2,81,9102,75,0.965,0.974,22372.0,1629,1,0,1,0,1,1,0,0,1,1,24001,7098.0,0.068,0,2,48603.0,1044.0,1,81.1,0,15,10,0.9,20,0,,0,49.8,1,0.354,3,13,0,1,3,5,4,0,3.8,-45,5,0,0,1,0,0,168,1,High,Neutral,7336,0.0,0.054,5969.0,25,0.1362,44.6
133954,0,36,Male,Unknown,College,2,Salaried,85730,Upper-Middle,$80K - $120K,Tier 3,Central,Affluent,22,Branch,Multi-Product,2,Savings,Blue,14161.05,1,1,4,0,9197.0,10214.0,-5.33,3,106.92,4,17,10,12,66,1283,39,0.854,1.294,32864.0,1652,1,0,1,0,1,1,0,0,1,1,34516,696.0,0.048,0,1,54948.0,2312.0,0,39.0,0,22,16,0.907,13,1,5.0,0,57.3,1,0.372,1,30,0,1,3,0,1,0,2.2,48,6,0,5,2,0,0,35,0,Low,Positive,6191,0.028,0.039,27867.0,38,0.3236,50.4
133955,0,42,Female,Single,College,5,Self-Employed,31053,Lower-Middle,Less than $40K,Tier 1,West,Affluent,28,DSA,Savings Only,4,Savings,Blue,8027.21,1,2,52,1,24509.0,26214.0,-13.7,7,404.5,5,18,15,5,90,4854,85,0.852,1.024,1179.0,1865,1,0,1,1,0,0,1,0,0,0,3044,3005.0,0.613,1,0,60021.0,2463.0,0,25.3,0,10,8,0.884,14,2,1.6,1,55.9,1,0.684,3,1,0,3,2,7,0,0,1.8,61,1,0,0,2,0,0,4,0,Not Aware,Positive,2730,0.612,0.524,71218.0,18,0.9518,49.2
133956,0,50,Male,Married,High School,1,Business Owner,32269,Lower-Middle,Less than $40K,Tier 1,West,Mass,35,Online,Investment,2,Current,Blue,9823.63,1,3,27,0,4731.0,3742.0,3.0,9,1044.58,4,19,14,2,42,12535,118,1.098,0.815,1704.0,2264,0,0,1,1,0,0,1,0,0,0,3968,4166.0,0.571,1,0,132059.0,4601.0,0,51.3,0,22,12,0.897,10,2,5.0,1,63.8,1,0.581,0,0,0,2,3,0,1,0,4.0,95,3,0,0,1,0,0,46,0,Medium,Positive,2896,0.538,0.544,13583.0,34,1.711,59.0
133957,0,43,Female,Single,College,2,Salaried,20091,Low,Less than $40K,Tier 2,South,Mass,29,Branch,Savings Only,5,Savings,Blue,3348.58,0,1,117,0,7301.0,7519.0,-14.67,3,106.08,5,14,12,8,56,1273,36,0.872,0.895,715.0,1589,1,0,1,1,0,0,1,0,0,1,2304,960.0,0.69,1,2,269113.0,6577.0,1,12.0,1,17,9,0.872,16,1,,1,60.7,1,0.665,3,7,0,4,2,0,3,0,4.0,23,5,0,4,3,0,0,11,0,High,Positive,1436,0.62,0.559,22585.0,26,3.9283,49.6
133958,0,41,Female,Divorced,High School,1,Salaried,19624,Low,Less than $40K,Tier 2,South,Mass,36,Branch,Savings Only,2,Savings,Blue,4683.98,0,0,26,0,17740.0,20521.0,11.64,10,1364.75,8,8,6,8,112,16377,124,0.746,0.746,5075.0,2031,1,0,1,0,0,0,0,0,0,0,7106,7461.0,0.286,1,1,0.0,0.0,0,1.0,0,27,11,0.733,3,2,,1,62.2,1,0.52,0,0,0,2,1,0,2,0,3.1,24,1,0,0,0,0,0,15,0,High,Positive,1389,0.326,0.253,54815.0,38,0.0,52.1
133959,1,40,Female,Married,Uneducated,1,Student,26167,Low,Less than $40K,Tier 1,Central,Affluent,28,Branch,Multi-Product,5,Savings,Blue,3462.42,1,0,8,0,7212.0,6005.0,-4.01,3,227.08,2,16,9,4,60,2725,41,0.729,0.577,3680.0,0,1,1,1,0,0,0,0,0,1,0,3680,1376.0,0.0,1,2,0.0,0.0,0,73.5,0,6,11,0.935,70,2,3.4,0,47.6,1,0.183,2,11,0,1,3,0,3,0,4.1,-9,4,0,2,2,0,0,84,1,Medium,Negative,2109,0.0,0.0,21692.0,17,0.0,35.0
133960,0,51,Female,Married,College,1,Salaried,54337,Middle,Unknown,Tier 3,West,Mass,37,Online,Multi-Product,4,Savings,Blue,19904.77,0,2,9,0,16659.0,21537.0,-11.16,6,320.67,7,16,13,8,101,3848,74,0.622,0.762,11167.0,0,1,0,1,1,0,1,1,0,1,0,11167,3006.0,0.0,1,1,60418.0,1523.0,0,37.4,1,18,3,0.841,25,1,,1,61.7,1,0.549,3,3,0,2,1,0,1,0,3.8,14,3,0,3,2,1,1,33,0,Medium,Positive,4343,0.028,0.0,48607.0,21,0.3363,58.2
133961,0,56,Male,Single,Unknown,2,Self-Employed,37455,Lower-Middle,$40K - $60K,Tier 2,North,Mass,48,Branch,Multi-Product,2,Savings,Blue,14117.95,1,0,84,0,31879.0,33632.0,12.43,7,613.25,5,11,8,9,80,7359,85,0.726,0.574,12330.0,2014,0,0,1,0,0,0,0,1,1,0,14344,4774.0,0.14,1,0,0.0,0.0,0,42.4,0,13,11,0.848,64,0,4.2,1,58.7,1,0.637,0,0,0,3,1,0,2,0,3.4,66,4,0,2,0,0,0,16,0,Medium,Positive,1994,0.102,0.076,96675.0,24,0.0,60.2
133962,0,52,Female,Married,Post-Graduate,1,Salaried,48417,Lower-Middle,Unknown,Tier 1,North,Mass,42,Mobile App,Multi-Product,5,Salary,Blue,9241.4,0,3,37,0,19756.0,23276.0,-9.09,5,369.58,5,20,16,9,52,4435,67,0.698,0.718,1481.0,0,0,0,1,1,0,0,0,0,1,1,1481,1555.0,0.0,1,1,13345.0,381.0,1,11.4,0,25,13,0.9,5,0,3.4,1,63.1,1,0.483,0,0,0,6,2,0,1,0,3.5,24,8,0,1,0,0,0,65,0,Not Aware,Positive,3698,0.031,0.0,54827.0,38,0.0944,66.5
133963,0,50,Female,Married,Uneducated,2,Self-Employed,29889,Low,Less than $40K,Tier 3,North,Mass,44,DSA,Savings Only,3,Savings,Blue,11897.07,0,2,39,0,8838.0,10904.0,9.69,5,407.5,4,11,8,7,41,4890,65,0.743,0.667,869.0,2517,0,0,1,0,0,0,1,0,0,0,3386,2028.0,0.743,1,2,0.0,0.0,0,1.0,0,14,6,0.867,77,1,,1,56.8,1,0.477,2,1,0,5,2,0,4,0,3.7,58,4,0,0,0,0,0,24,0,Low,Positive,2575,0.702,0.725,26640.0,20,0.0,56.2
133964,0,45,Female,Married,Graduate,3,Salaried,34801,Lower-Middle,Less than $40K,Tier 3,North,Mass,38,DSA,Lending,3,NRE/NRO,Blue,8000.99,0,2,6,0,2674.0,3512.0,8.28,2,109.25,5,24,9,7,110,1311,34,0.629,0.417,787.0,1613,0,0,1,0,0,0,1,0,0,0,2400,1011.0,0.672,1,1,0.0,0.0,0,30.6,0,25,10,0.889,12,2,3.9,0,58.7,1,0.846,2,3,0,2,2,0,0,0,3.6,46,1,0,1,2,0,0,38,0,Low,Negative,3255,0.643,0.616,8048.0,35,0.0,45.6
133965,1,53,Male,Married,Graduate,1,Salaried,87300,Upper-Middle,$80K - $120K,Tier 3,North,HNI,42,Online,Lending,2,Savings,Blue,6601.56,1,1,38,1,5519.0,5489.0,2.08,2,78.17,5,10,3,6,54,938,35,0.861,0.75,5067.0,1147,1,1,1,0,0,0,0,1,0,1,6214,500.0,0.185,1,2,0.0,0.0,0,41.1,0,16,8,0.792,22,1,3.0,1,53.1,1,0.091,5,6,1,6,2,0,4,1,2.4,-51,3,0,1,2,1,0,46,0,Medium,Positive,6468,0.128,0.249,17267.0,24,0.0,50.9
133966,0,53,Male,Single,College,4,Salaried,90622,Upper-Middle,$80K - $120K,Tier 3,North,Affluent,48,Mobile App,Investment,5,Current,Silver,22698.88,1,0,48,0,17107.0,14146.0,10.62,6,318.25,2,13,12,5,54,3819,72,0.804,0.6,33716.0,800,1,0,1,0,1,0,0,1,1,1,34516,2332.0,0.023,1,1,63596.0,1816.0,0,5.9,0,13,11,0.938,7,0,,1,60.9,1,0.714,0,0,0,2,2,0,2,0,5.0,24,4,1,3,1,0,0,43,0,Not Aware,Negative,7076,0.015,0.071,49995.0,24,0.2405,59.0
133967,0,51,Male,Married,Doctorate,4,Salaried,67339,Middle,$60K - $80K,Tier 1,Central,Affluent,36,Referral,Premium,2,Salary,Blue,14542.06,0,0,60,1,20096.0,18835.0,-13.84,5,341.42,5,12,13,7,47,4097,67,0.555,0.763,1445.0,2006,1,0,1,0,1,1,0,1,0,0,3451,2842.0,0.581,0,1,82782.0,1893.0,0,20.2,0,21,13,0.865,13,1,,0,56.2,1,0.236,2,1,0,2,2,5,2,0,2.1,-6,1,0,1,4,0,0,4,0,Medium,Neutral,5182,0.576,0.355,62607.0,34,0.3373,42.6
133968,0,47,Male,Unknown,Graduate,2,Homemaker,75236,Middle,$60K - $80K,Tier 1,East,Affluent,34,DSA,Multi-Product,3,Current,Blue,17719.26,0,2,1,0,7718.0,6709.0,2.42,4,156.75,7,9,13,8,71,1881,49,0.773,0.815,2687.0,1562,1,0,1,0,1,0,1,0,0,1,4249,1477.0,0.368,1,3,26499.0,773.0,1,16.2,0,11,7,0.811,8,2,,0,44.9,1,0.534,2,1,0,3,4,0,1,0,4.6,-64,6,1,1,0,0,0,59,0,Medium,Positive,7215,0.349,0.302,22843.0,18,0.1233,35.9
133969,1,44,Male,Married,Graduate,3,Salaried,40667,Lower-Middle,$40K - $60K,Tier 3,East,Mass,33,Mobile App,Savings Only,2,Current,Blue,6748.74,0,1,65,0,8353.0,6994.0,6.53,2,145.08,4,15,7,8,113,1741,27,0.676,0.421,6360.0,906,1,0,1,0,0,0,0,1,0,0,7266,1165.0,0.125,1,1,0.0,0.0,0,33.4,0,17,6,0.882,23,0,,0,49.0,1,0.613,0,0,0,2,3,0,1,0,3.6,71,4,0,2,1,1,0,97,0,High,Neutral,2478,0.139,0.216,25379.0,23,0.0,39.6
133970,0,46,Female,Single,Unknown,4,Business Owner,44349,Lower-Middle,$40K - $60K,Tier 2,East,Mass,35,Branch,Multi-Product,6,Current,Silver,8860.12,1,3,16,0,5851.0,7111.0,-7.5,4,246.75,7,14,7,13,94,2961,56,0.455,0.647,16017.0,968,0,0,1,1,0,0,1,1,0,0,16985,1230.0,0.057,1,0,119614.0,5477.0,1,49.1,0,20,10,0.829,20,0,4.6,0,50.9,1,0.068,1,2,0,3,2,0,1,0,3.4,68,3,0,1,1,1,1,1,1,Low,Positive,3094,0.136,0.056,18489.0,30,1.482,44.3
133971,0,31,Female,Single,High School,0,Salaried,31748,Lower-Middle,Less than $40K,Tier 1,West,Affluent,23,Online,Investment,4,Savings,Blue,5297.6,1,0,123,0,18839.0,18920.0,-13.4,6,415.5,6,15,8,6,66,4986,83,0.605,0.976,983.0,1256,1,0,1,0,0,0,1,0,0,0,2239,2351.0,0.561,1,1,0.0,0.0,0,19.6,0,23,13,0.829,9,1,4.9,1,62.9,1,0.324,2,1,0,4,3,0,4,0,5.0,64,3,1,2,2,0,0,108,0,Not Aware,Positive,2824,0.54,0.581,58607.0,36,0.0,52.3
133972,0,38,Male,Single,Unknown,4,Salaried,156815,High,$120K +,Tier 1,East,Mass,31,Online,Lending,3,Current,Blue,20599.22,1,1,36,1,16791.0,15666.0,1.35,10,1300.92,9,16,4,7,60,15611,127,0.604,0.693,34516.0,0,1,1,1,0,1,1,0,1,0,0,34516,10687.0,0.0,0,0,19434.0,427.0,0,42.0,0,20,9,0.75,27,0,3.6,1,58.8,1,0.581,0,0,0,2,3,6,0,0,3.4,-12,4,1,0,1,1,1,3,0,Medium,Positive,13957,0.081,0.191,46870.0,29,0.0327,58.5
133973,0,49,Female,Unknown,Graduate,3,Business Owner,46714,Lower-Middle,$40K - $60K,Tier 3,West,Mass,41,Mobile App,Multi-Product,3,Savings,Blue,14502.95,0,1,1,0,10274.0,8492.0,2.23,6,366.58,11,10,7,4,87,4399,78,0.62,0.733,2654.0,931,1,1,1,1,1,0,1,1,0,0,3585,2717.0,0.26,1,0,342444.0,8920.0,1,34.2,0,27,7,0.656,19,1,,0,50.1,1,0.642,1,5,0,4,2,0,2,0,3.3,46,5,0,0,3,0,0,22,1,Low,Neutral,3524,0.227,0.236,30804.0,34,2.2914,38.1
133974,0,47,Female,Single,Post-Graduate,5,Salaried,28940,Low,Less than $40K,Tier 1,West,Affluent,37,Branch,Multi-Product,2,Savings,Blue,8416.15,0,0,3,0,10631.0,7528.0,-7.92,6,342.92,5,21,8,8,105,4115,75,0.68,0.923,9430.0,0,1,1,1,0,0,0,1,0,0,1,9430,2919.0,0.0,1,1,0.0,0.0,0,26.7,0,13,12,0.881,30,3,,1,58.1,1,0.117,2,3,0,4,3,0,2,0,5.0,50,3,0,1,0,0,0,31,1,Medium,Neutral,2453,0.0,0.064,31487.0,25,0.0,53.8
133975,0,53,Male,Unknown,Graduate,1,Salaried,95224,Upper-Middle,$80K - $120K,Tier 1,East,Affluent,42,Referral,Savings Only,5,Savings,Blue,37661.36,1,1,5,0,25330.0,25099.0,-5.49,5,257.0,9,18,8,10,150,3084,63,0.843,0.658,5536.0,978,1,0,1,1,1,0,0,0,1,0,6514,2317.0,0.15,1,1,35249.0,1084.0,2,30.1,0,27,6,0.8,8,0,4.5,1,61.9,1,0.377,1,1,0,3,4,0,2,0,5.0,-42,2,0,2,2,0,0,40,0,Low,Positive,7961,0.088,0.218,76254.0,33,0.1366,58.8
133976,0,56,Male,Single,Graduate,2,Self-Employed,155082,High,$120K +,Tier 2,West,HNI,51,Branch,Savings Only,1,Savings,Blue,46851.61,0,0,33,1,4568.0,6058.0,1.39,8,669.75,8,13,8,12,41,8037,100,0.68,0.852,3335.0,1340,1,0,1,0,1,0,1,1,0,0,4675,4909.0,0.287,1,1,20960.0,835.0,2,58.6,0,12,11,0.805,46,0,5.0,1,53.2,1,0.78,0,0,0,1,2,3,1,0,2.9,52,4,0,3,0,0,0,5,0,Not Aware,Positive,13674,0.275,0.236,13288.0,23,0.0646,48.9
133977,0,39,Male,Unknown,High School,1,Business Owner,46566,Lower-Middle,$40K - $60K,Tier 1,South,Mass,28,Mobile App,Savings Only,5,Savings,Blue,12049.91,0,1,19,1,20285.0,14608.0,-12.13,5,399.33,6,14,7,6,65,4792,62,0.843,0.722,2222.0,0,1,0,1,0,0,0,0,0,1,0,2222,2333.0,0.0,1,1,0.0,0.0,0,49.2,0,18,9,0.818,17,0,,0,50.4,1,0.254,1,1,0,2,4,7,1,0,1.6,71,1,0,2,3,0,0,13,0,Low,Neutral,3497,0.022,0.0,62414.0,27,0.0,37.9
133978,0,44,Female,Single,High School,3,Business Owner,49845,Lower-Middle,Unknown,Tier 1,East,Mass,36,Online,Savings Only,1,Savings,Blue,14291.32,1,3,11,0,8131.0,6187.0,-14.82,8,633.75,5,18,11,4,93,7605,101,0.661,0.603,8191.0,1575,0,0,1,0,0,1,1,0,0,1,9766,3145.0,0.161,0,0,25203.0,745.0,0,28.2,0,15,8,0.868,13,0,,1,63.6,1,0.23,1,4,0,5,2,0,1,0,5.0,30,2,0,1,2,0,0,36,0,Low,Neutral,3850,0.154,0.191,24874.0,23,0.1794,53.0
133979,0,49,Male,Married,Uneducated,4,Retired,86439,Upper-Middle,$80K - $120K,Tier 1,Central,Affluent,40,Online,Multi-Product,3,Salary,Blue,27244.93,1,2,1,1,8254.0,9976.0,-14.8,3,128.0,1,16,11,6,40,1536,38,0.831,0.652,6462.0,2252,1,0,1,0,1,0,1,0,1,0,8714,827.0,0.258,1,0,53474.0,2483.0,1,44.6,0,20,7,0.971,14,3,,1,66.2,1,0.434,2,1,0,6,1,6,1,0,3.8,49,4,0,1,0,0,0,33,0,Not Aware,Positive,6315,0.242,0.256,23645.0,27,0.3447,61.4
